"DayNight","Month","Day","abundance","biomass","n_Diptera","n_Hymenoptera","n_Lepidoptera","LED","timestamp"
"Day",7,23,27,255.909880860574,18,2,2,"LED Off","2024-07-23 00:00:00"
"Day",7,24,46,372.328832694619,13,12,4,"LED Off","2024-07-24 00:00:00"
"Day",7,25,18,181.622443874768,12,1,1,"LED Off","2024-07-25 00:00:00"
"Day",7,26,35,404.149067047719,21,0,0,"LED Off","2024-07-26 00:00:00"
"Day",7,27,13,124.813427998798,10,0,0,"LED Off","2024-07-27 00:00:00"
"Day",7,28,24,332.619820621125,15,0,0,"LED Off","2024-07-28 00:00:00"
"Day",7,29,11,165.721770070469,9,0,0,"LED Off","2024-07-29 00:00:00"
"Day",7,30,18,135.522631694977,13,0,0,"LED Off","2024-07-30 00:00:00"
"Day",7,31,13,41.8907759828493,6,0,0,"LED Off","2024-07-31 00:00:00"
"Day",8,1,18,90.9397301187139,10,1,0,"LED Off","2024-08-01 00:00:00"
"Day",8,2,19,159.529906394186,14,0,0,"LED Off","2024-08-02 00:00:00"
"Day",8,3,37,211.262106754062,28,2,0,"LED Off","2024-08-03 00:00:00"
"Day",8,4,31,91.6509202127339,19,2,0,"LED Off","2024-08-04 00:00:00"
"Day",8,5,14,66.3973268033454,11,0,0,"LED Off","2024-08-05 00:00:00"
"Day",8,6,34,209.348995121286,17,0,4,"LED Off","2024-08-06 00:00:00"
"Day",8,7,41,294.207386956895,27,1,1,"LED Off","2024-08-07 00:00:00"
"Day",8,8,22,269.707445386453,12,2,1,"LED Off","2024-08-08 00:00:00"
"Day",8,9,23,187.048925168114,15,0,2,"LED Off","2024-08-09 00:00:00"
"Day",8,10,16,129.43903918544,10,0,0,"LED Off","2024-08-10 00:00:00"
"Day",8,11,16,33.5063767612269,11,1,0,"LED Off","2024-08-11 00:00:00"
"Day",8,12,29,105.229252020194,13,1,2,"LED Off","2024-08-12 00:00:00"
"Day",8,13,36,141.788268784579,22,0,1,"LED Off","2024-08-13 00:00:00"
"Day",8,14,28,164.381678620408,21,0,0,"LED Off","2024-08-14 00:00:00"
"Day",8,15,25,137.324492107881,16,0,1,"LED Off","2024-08-15 00:00:00"
"Day",8,16,34,300.179521980396,21,4,0,"LED Off","2024-08-16 00:00:00"
"Day",8,17,20,106.912354997272,12,1,1,"LED Off","2024-08-17 00:00:00"
"Day",8,18,35,240.621582222129,22,1,0,"LED Off","2024-08-18 00:00:00"
"Day",8,19,22,143.636737449828,18,1,0,"LED Off","2024-08-19 00:00:00"
"Day",8,20,24,88.2232649053935,13,0,1,"LED Off","2024-08-20 00:00:00"
"Day",8,21,38,284.262137808559,26,8,0,"LED Off","2024-08-21 00:00:00"
"Day",8,22,16,40.7149594210709,6,1,0,"LED Off","2024-08-22 00:00:00"
"Day",8,23,12,29.3331755761693,3,0,0,"LED Off","2024-08-23 00:00:00"
"Day",8,24,11,52.2084515352521,5,0,0,"LED Off","2024-08-24 00:00:00"
"Day",8,25,23,86.2087868994337,12,1,0,"LED Off","2024-08-25 00:00:00"
"Day",8,26,25,431.71323931837,18,0,0,"LED Off","2024-08-26 00:00:00"
"Day",8,27,10,141.458558389537,6,1,0,"LED Off","2024-08-27 00:00:00"
"Day",8,28,12,85.3255283097468,5,1,1,"LED Off","2024-08-28 00:00:00"
"Day",8,29,23,91.2319531461112,14,0,0,"LED Off","2024-08-29 00:00:00"
"Day",8,30,19,132.687762409621,10,0,1,"LED Off","2024-08-30 00:00:00"
"Day",8,31,15,66.5764544152984,11,1,0,"LED Off","2024-08-31 00:00:00"
"Day",9,1,33,137.146393478092,17,4,0,"LED Off","2024-09-01 00:00:00"
"Day",9,2,8,33.0819498414067,4,0,0,"LED Off","2024-09-02 00:00:00"
"Day",9,3,16,60.8946282276905,9,1,0,"LED Off","2024-09-03 00:00:00"
"Day",9,4,23,89.8931540783767,9,2,0,"LED Off","2024-09-04 00:00:00"
"Day",9,5,37,168.318131768483,20,1,0,"LED Off","2024-09-05 00:00:00"
"Day",9,6,11,94.1004974790214,7,0,0,"LED Off","2024-09-06 00:00:00"
"Day",9,7,12,82.2536941257962,5,0,0,"LED Off","2024-09-07 00:00:00"
"Day",9,8,18,193.720079686739,12,1,0,"LED Off","2024-09-08 00:00:00"
"Day",9,9,16,54.7655744952477,9,2,0,"LED Off","2024-09-09 00:00:00"
"Day",9,10,37,277.540018167307,17,3,1,"LED Off","2024-09-10 00:00:00"
"Day",9,11,10,43.1709287881024,8,0,0,"LED Off","2024-09-11 00:00:00"
"Day",9,12,5,29.8262657576809,3,1,0,"LED Off","2024-09-12 00:00:00"
"Day",9,13,0,0,0,0,0,"LED Off","2024-09-13 00:00:00"
"Day",9,14,0,0,0,0,0,"LED Off","2024-09-14 00:00:00"
"Day",9,15,6,39.8659685004168,2,0,0,"LED Off","2024-09-15 00:00:00"
"Day",9,16,9,8.30226094807569,3,0,0,"LED Off","2024-09-16 00:00:00"
"Day",9,17,12,94.2618985247813,12,0,0,"LED Off","2024-09-17 00:00:00"
"Night",7,23,1,11.855773473583,1,0,0,"LED Off","2024-07-23 21:00:00"
"Night",7,24,0,0,0,0,0,"LED Off","2024-07-24 21:00:00"
"Night",7,25,0,0,0,0,0,"LED Off","2024-07-25 21:00:00"
"Night",7,26,0,0,0,0,0,"LED Off","2024-07-26 21:00:00"
"Night",7,27,0,0,0,0,0,"LED Off","2024-07-27 21:00:00"
"Night",7,28,1,2.33241264139084,0,0,0,"LED Off","2024-07-28 21:00:00"
"Night",7,29,0,0,0,0,0,"LED Off","2024-07-29 21:00:00"
"Night",7,30,2,2.68207122784152,2,0,0,"LED Off","2024-07-30 21:00:00"
"Night",7,31,0,0,0,0,0,"LED Off","2024-07-31 21:00:00"
"Night",8,1,1,0,0,0,0,"LED Off","2024-08-01 21:00:00"
"Night",8,2,0,0,0,0,0,"LED Off","2024-08-02 21:00:00"
"Night",8,3,0,0,0,0,0,"LED Off","2024-08-03 21:00:00"
"Night",8,4,0,0,0,0,0,"LED Off","2024-08-04 21:00:00"
"Night",8,5,96,886.358942672059,51,3,10,"LED On","2024-08-05 21:00:00"
"Night",8,6,344,2033.88332485023,158,8,8,"LED On","2024-08-06 21:00:00"
"Night",8,7,122,1088.7742043322,74,4,5,"LED On","2024-08-07 21:00:00"
"Night",8,8,92,872.840803727792,50,2,10,"LED On","2024-08-08 21:00:00"
"Night",8,9,159,1410.71884953055,84,6,14,"LED On","2024-08-09 21:00:00"
"Night",8,10,306,2138.87533108961,179,6,15,"LED On","2024-08-10 21:00:00"
"Night",8,11,414,2682.25627084279,186,12,17,"LED On","2024-08-11 21:00:00"
"Night",8,12,712,2665.94644448847,376,15,9,"LED On","2024-08-12 21:00:00"
"Night",8,13,90,609.541993057146,40,0,2,"LED On","2024-08-13 21:00:00"
"Night",8,14,137,740.81349422136,77,3,4,"LED On","2024-08-14 21:00:00"
"Night",8,15,119,464.393426538385,68,3,1,"LED On","2024-08-15 21:00:00"
"Night",8,16,259,1147.94623522012,133,3,2,"LED On","2024-08-16 21:00:00"
"Night",8,17,354,1201.85175875262,201,8,5,"LED On","2024-08-17 21:00:00"
"Night",8,18,30,135.790831274307,14,0,0,"LED On","2024-08-18 21:00:00"
"Night",8,19,614,1709.77665760281,259,11,13,"LED On","2024-08-19 21:00:00"
"Night",8,20,246,1181.45539211972,128,11,2,"LED On","2024-08-20 21:00:00"
"Night",8,21,238,634.991375932399,138,2,1,"LED On","2024-08-21 21:00:00"
"Night",8,22,36,233.111741759788,24,1,1,"LED On","2024-08-22 21:00:00"
"Night",8,23,100,311.589681806349,61,0,1,"LED On","2024-08-23 21:00:00"
"Night",8,24,140,588.55046357492,81,3,1,"LED On","2024-08-24 21:00:00"
"Night",8,25,182,1634.59072796281,100,3,11,"LED On","2024-08-25 21:00:00"
"Night",8,26,420,2656.73549459058,211,12,12,"LED On","2024-08-26 21:00:00"
"Night",8,27,29,289.989062252033,19,0,2,"LED On","2024-08-27 21:00:00"
"Night",8,28,93,547.474730202799,58,0,2,"LED On","2024-08-28 21:00:00"
"Night",8,29,266,1150.49175913551,129,1,4,"LED On","2024-08-29 21:00:00"
"Night",8,30,427,1135.56469188982,203,14,2,"LED On","2024-08-30 21:00:00"
"Night",8,31,298,1012.13112112737,147,10,8,"LED On","2024-08-31 21:00:00"
"Night",9,1,11,82.4850752855801,5,0,1,"LED On","2024-09-01 21:00:00"
"Night",9,2,0,0,0,0,0,"LED On","2024-09-02 21:00:00"
"Night",9,3,228,806.914487464807,107,13,4,"LED On","2024-09-03 21:00:00"
"Night",9,4,309,988.812835620789,128,6,7,"LED On","2024-09-04 21:00:00"
"Night",9,5,102,689.437299714988,32,1,0,"LED On","2024-09-05 21:00:00"
"Night",9,6,15,182.842579886217,7,0,0,"LED On","2024-09-06 21:00:00"
"Night",9,7,64,195.661937763493,30,3,0,"LED On","2024-09-07 21:00:00"
"Night",9,8,160,650.677812820162,82,7,0,"LED On","2024-09-08 21:00:00"
"Night",9,9,137,1315.27540625172,54,15,3,"LED On","2024-09-09 21:00:00"
"Night",9,10,1,3.70452237322369,0,0,0,"LED On","2024-09-10 21:00:00"
"Night",9,11,182,1007.9717896869,106,7,1,"LED On","2024-09-11 21:00:00"
"Night",9,12,1,2.00912905659352,0,0,0,"LED On","2024-09-12 21:00:00"
"Night",9,13,0,0,0,0,0,"LED On","2024-09-13 21:00:00"
"Night",9,14,0,0,0,0,0,"LED On","2024-09-14 21:00:00"
"Night",9,15,0,0,0,0,0,"LED On","2024-09-15 21:00:00"
"Night",9,16,0,0,0,0,0,"LED On","2024-09-16 21:00:00"
"Night",9,17,0,0,0,0,0,"LED On","2024-09-17 21:00:00"
