filename,camera,precision,recall,F1_score,TP,FP,FN
20240824172231.jpg,DIOPSIS-383,0.0,0.0,0.0,0,0,0
20240912184007.jpg,DIOPSIS-388,0.0,0.0,0.0,0,0,0
20240904100622.jpg,DIOPSIS-384,0.0,0.0,0.0,0,0,0
20240829134221.jpg,DIOPSIS-391,0.0,0.0,0.0,0,1,3
20240809112148.jpg,DIOPSIS-385,0.0,0.0,0.0,0,1,1
20240811122233.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,0
20240913064802.jpg,DIOPSIS-383,0.0,0.0,0.0,0,0,0
20240725085043.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,0
20240720181450.jpg,DIOPSIS-385,0.0,0.0,0.0,0,0,0
20240903232740.jpg,DIOPSIS-389,0.0,0.0,0.0,0,2,4
20240825094334.jpg,DIOPSIS-421,0.0,0.0,0.0,0,1,1
20240921123002.jpg,DIOPSIS-391,0.0,0.0,0.0,0,0,0
20240813183910.jpg,DIOPSIS-383,0.0,0.0,0.0,0,1,1
20240727120520.jpg,DIOPSIS-421,0.0,0.0,0.0,0,0,0
20240810115052.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,0
20240907194543.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,1
20240729184315.jpg,DIOPSIS-391,0.0,0.0,0.0,0,1,1
20240903224243.jpg,DIOPSIS-385,1.0,1.0,1.0,1,0,0
20240831211654.jpg,DIOPSIS-387,1.0,1.0,1.0,2,0,0
20240828231105.jpg,DIOPSIS-391,0.2,0.1,0.13333333333333333,1,4,9
20240808235450.jpg,DIOPSIS-388,0.0,0.0,0.0,0,0,0
20240817132241.jpg,DIOPSIS-384,0.0,0.0,0.0,0,0,0
20240819131713.jpg,DIOPSIS-388,0.0,0.0,0.0,0,1,1
20240817000146.jpg,DIOPSIS-385,1.0,0.5,0.6666666666666666,1,0,1
20240725204743.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,0
20240723112918.jpg,DIOPSIS-384,0.0,0.0,0.0,0,2,2
20240912144111.jpg,DIOPSIS-384,0.0,0.0,0.0,0,0,0
20240730110310.jpg,DIOPSIS-388,0.0,0.0,0.0,0,0,0
20240723112013.jpg,DIOPSIS-385,0.0,0.0,0.0,0,0,1
20240813160125.jpg,DIOPSIS-384,0.0,0.0,0.0,0,0,0
20240831152452.jpg,DIOPSIS-388,0.0,0.0,0.0,0,0,0
20240826214913.jpg,DIOPSIS-389,0.0,0.0,0.0,0,4,5
20240829073949.jpg,DIOPSIS-391,0.0,0.0,0.0,0,0,0
20240916105849.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,0
20240827181402.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,0
20240817170623.jpg,DIOPSIS-391,0.0,0.0,0.0,0,1,2
20240909221852.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,0
20240826142151.jpg,DIOPSIS-391,0.0,0.0,0.0,0,1,1
20240829231031.jpg,DIOPSIS-391,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,2,2
20240807204954.jpg,DIOPSIS-388,0.0,0.0,0.0,0,0,0
20240923154847.jpg,DIOPSIS-391,0.0,0.0,0.0,0,0,1
20240806115322.jpg,DIOPSIS-384,1.0,1.0,1.0,1,0,0
20240911222219.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,2
20240716112223.jpg,DIOPSIS-387,0.5,0.5,0.5,1,1,1
20240910174050.jpg,DIOPSIS-383,0.0,0.0,0.0,0,0,0
20240806233317.jpg,DIOPSIS-388,1.0,0.3333333333333333,0.5,1,0,2
20240824170623.jpg,DIOPSIS-391,0.0,0.0,0.0,0,0,0
20240820231042.jpg,DIOPSIS-385,0.0,0.0,0.0,0,0,0
20240727134234.jpg,DIOPSIS-391,0.0,0.0,0.0,0,1,1
20240812234812.jpg,DIOPSIS-391,0.5,0.2857142857142857,0.36363636363636365,2,2,5
20240906185623.jpg,DIOPSIS-391,0.0,0.0,0.0,0,0,1
20240821231132.jpg,DIOPSIS-391,0.0,0.0,0.0,0,0,1
20240815103300.jpg,DIOPSIS-385,0.0,0.0,0.0,0,1,1
20240801142513.jpg,DIOPSIS-391,0.0,0.0,0.0,0,0,0
20240908221953.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,0
20240714120937.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,0
20240804093041.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,2
20240719163419.jpg,DIOPSIS-389,0.0,0.0,0.0,0,1,1
20240922153100.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,0
20240731063618.jpg,DIOPSIS-391,0.0,0.0,0.0,0,0,0
20240726173859.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,1
20240726194551.jpg,DIOPSIS-385,0.0,0.0,0.0,0,1,1
20240810091724.jpg,DIOPSIS-385,0.0,0.0,0.0,0,0,0
20240716161314.jpg,DIOPSIS-387,1.0,1.0,1.0,1,0,0
20240903231910.jpg,DIOPSIS-387,1.0,1.0,1.0,2,0,0
20240731184313.jpg,DIOPSIS-383,0.0,0.0,0.0,0,0,0
20240906105447.jpg,DIOPSIS-384,1.0,1.0,1.0,1,0,0
20240806203452.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,0
20240724162147.jpg,DIOPSIS-421,0.0,0.0,0.0,0,0,0
20240807175853.jpg,DIOPSIS-384,0.0,0.0,0.0,0,0,0
20240812215534.jpg,DIOPSIS-388,0.0,0.0,0.0,0,0,3
20240902193249.jpg,DIOPSIS-384,0.0,0.0,0.0,0,1,1
20240812223732.jpg,DIOPSIS-388,0.3333333333333333,0.14285714285714285,0.2,1,2,6
20240825103732.jpg,DIOPSIS-421,0.0,0.0,0.0,0,0,0
20240724182655.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,1
20240821222330.jpg,DIOPSIS-421,0.0,0.0,0.0,0,0,44
20240811112304.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,0
20240904074415.jpg,DIOPSIS-391,0.0,0.0,0.0,0,1,1
20240711145755.jpg,DIOPSIS-385,0.0,0.0,0.0,0,0,0
20240809092914.jpg,DIOPSIS-421,0.0,0.0,0.0,0,0,0
20240727193953.jpg,DIOPSIS-421,0.0,0.0,0.0,0,0,1
20240808225448.jpg,DIOPSIS-389,1.0,1.0,1.0,1,0,0
20240708153603.jpg,DIOPSIS-421,0.5,0.5,0.5,1,1,1
20240805073329.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,1
20240831231456.jpg,DIOPSIS-389,0.5,1.0,0.6666666666666666,1,1,0
20240803072343.jpg,DIOPSIS-383,0.0,0.0,0.0,0,0,1
20240907152514.jpg,DIOPSIS-384,0.0,0.0,0.0,0,1,0
20240728082547.jpg,DIOPSIS-384,0.0,0.0,0.0,0,0,3
20240728185547.jpg,DIOPSIS-384,0.0,0.0,0.0,0,1,0
20240803082640.jpg,DIOPSIS-385,0.0,0.0,0.0,0,0,0
20240714063514.jpg,DIOPSIS-385,0.0,0.0,0.0,0,0,0
20240820233321.jpg,DIOPSIS-387,0.0,0.0,0.0,0,2,1
20240919082417.jpg,DIOPSIS-391,0.0,0.0,0.0,0,0,0
20240903102645.jpg,DIOPSIS-385,0.0,0.0,0.0,0,0,0
20240725141008.jpg,DIOPSIS-384,0.0,0.0,0.0,0,0,0
20240806172357.jpg,DIOPSIS-389,1.0,1.0,1.0,1,0,0
20240902171107.jpg,DIOPSIS-388,0.0,0.0,0.0,0,0,1
20240913145948.jpg,DIOPSIS-383,0.0,0.0,0.0,0,0,0
20240721113546.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,0
20240730084017.jpg,DIOPSIS-388,0.0,0.0,0.0,0,1,2
20240804204730.jpg,DIOPSIS-383,0.0,0.0,0.0,0,0,1
20240728094445.jpg,DIOPSIS-387,1.0,1.0,1.0,1,0,0
20240812231419.jpg,DIOPSIS-388,1.0,0.3333333333333333,0.5,1,0,2
20240720134750.jpg,DIOPSIS-383,0.0,0.0,0.0,0,0,0
20240829120638.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,0
20240911164606.jpg,DIOPSIS-421,0.0,0.0,0.0,0,0,0
20240817235034.jpg,DIOPSIS-389,0.0,0.0,0.0,0,2,5
20240901121533.jpg,DIOPSIS-421,0.0,0.0,0.0,0,0,0
20240822215241.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,0
20240906213843.jpg,DIOPSIS-391,0.5,0.5,0.5,1,1,1
20240731181654.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,0
20240908225310.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,0
20240829135635.jpg,DIOPSIS-391,0.0,0.0,0.0,0,0,2
20240827181821.jpg,DIOPSIS-391,0.0,0.0,0.0,0,0,0
20240802092258.jpg,DIOPSIS-384,0.0,0.0,0.0,0,0,0
20240827225132.jpg,DIOPSIS-387,0.0,0.0,0.0,0,2,2
20240903100942.jpg,DIOPSIS-385,0.0,0.0,0.0,0,0,0
20240717124401.jpg,DIOPSIS-385,0.0,0.0,0.0,0,0,1
20240725083603.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,0
20240827233202.jpg,DIOPSIS-421,0.0,0.0,0.0,0,0,2
20240817182526.jpg,DIOPSIS-388,0.0,0.0,0.0,0,0,0
20240726201303.jpg,DIOPSIS-388,1.0,1.0,1.0,1,0,0
20240824221347.jpg,DIOPSIS-421,0.0,0.0,0.0,0,1,2
20240922095649.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,0
20240815141552.jpg,DIOPSIS-385,0.0,0.0,0.0,0,1,0
20240722194257.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,1
20240716143641.jpg,DIOPSIS-388,0.0,0.0,0.0,0,0,0
20240806064604.jpg,DIOPSIS-391,0.0,0.0,0.0,0,0,1
20240817100149.jpg,DIOPSIS-389,0.0,0.0,0.0,0,1,1
20240805080957.jpg,DIOPSIS-383,0.0,0.0,0.0,0,0,0
20240822221028.jpg,DIOPSIS-383,0.0,0.0,0.0,0,0,1
20240726101925.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,0
20240904180212.jpg,DIOPSIS-391,1.0,1.0,1.0,1,0,0
20240821091335.jpg,DIOPSIS-421,0.0,0.0,0.0,0,0,0
20240808115704.jpg,DIOPSIS-384,0.0,0.0,0.0,0,0,0
20240814114420.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,1
20240822232919.jpg,DIOPSIS-421,0.5,0.2,0.28571428571428575,1,1,4
20240729095129.jpg,DIOPSIS-387,0.0,0.0,0.0,0,1,1
20240711195815.jpg,DIOPSIS-387,0.0,0.0,0.0,0,1,1
20240803124510.jpg,DIOPSIS-384,0.0,0.0,0.0,0,1,1
20240813172756.jpg,DIOPSIS-384,0.0,0.0,0.0,0,0,4
20240828232615.jpg,DIOPSIS-391,0.25,0.14285714285714285,0.18181818181818182,1,3,6
20240723162212.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,0
20240813223208.jpg,DIOPSIS-391,1.0,1.0,1.0,2,0,0
20240831081051.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,0
20240720152050.jpg,DIOPSIS-388,0.0,0.0,0.0,0,1,1
20240728100006.jpg,DIOPSIS-384,0.0,0.0,0.0,0,1,1
20240810085722.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,2
20240731090328.jpg,DIOPSIS-391,0.0,0.0,0.0,0,2,2
20240826084347.jpg,DIOPSIS-384,0.0,0.0,0.0,0,0,0
20240823191334.jpg,DIOPSIS-391,1.0,1.0,1.0,1,0,0
20240718144855.jpg,DIOPSIS-385,0.0,0.0,0.0,0,0,0
20240910100821.jpg,DIOPSIS-421,0.0,0.0,0.0,0,0,1
20240824225014.jpg,DIOPSIS-383,1.0,0.75,0.8571428571428571,3,0,1
20240812225631.jpg,DIOPSIS-421,0.3333333333333333,0.16666666666666666,0.2222222222222222,1,2,5
20240714162540.jpg,DIOPSIS-388,0.0,0.0,0.0,0,0,0
20240828165629.jpg,DIOPSIS-391,0.0,0.0,0.0,0,1,1
20240809080252.jpg,DIOPSIS-384,0.0,0.0,0.0,0,0,0
20240823082419.jpg,DIOPSIS-384,0.0,0.0,0.0,0,0,1
20240810190125.jpg,DIOPSIS-384,0.0,0.0,0.0,0,0,0
20240720065356.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,0
20240803144117.jpg,DIOPSIS-384,0.0,0.0,0.0,0,1,1
20240727090842.jpg,DIOPSIS-391,0.0,0.0,0.0,0,1,1
20240807095039.jpg,DIOPSIS-384,0.0,0.0,0.0,0,0,0
20240923232521.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,9
20240902112402.jpg,DIOPSIS-391,0.0,0.0,0.0,0,0,0
20240804172958.jpg,DIOPSIS-384,0.0,0.0,0.0,0,0,0
20240808132806.jpg,DIOPSIS-384,1.0,1.0,1.0,1,0,0
20240722141600.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,0
20240823105453.jpg,DIOPSIS-421,1.0,0.25,0.4,1,0,3
20240727132409.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,0
20240910000611.jpg,DIOPSIS-389,0.25,0.16666666666666666,0.2,1,3,5
20240829233634.jpg,DIOPSIS-388,0.0,0.0,0.0,0,0,0
20240824215913.jpg,DIOPSIS-384,0.0,0.0,0.0,0,1,1
20240728111521.jpg,DIOPSIS-387,0.0,0.0,0.0,0,1,0
20240814112653.jpg,DIOPSIS-391,0.0,0.0,0.0,0,0,0
20240820182943.jpg,DIOPSIS-388,0.0,0.0,0.0,0,0,0
20240828101445.jpg,DIOPSIS-384,0.0,0.0,0.0,0,0,3
20240715210919.jpg,DIOPSIS-385,0.0,0.0,0.0,0,1,1
20240805091529.jpg,DIOPSIS-387,0.0,0.0,0.0,0,2,2
20240710082716.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,1
20240802065335.jpg,DIOPSIS-385,0.0,0.0,0.0,0,0,0
20240829105917.jpg,DIOPSIS-391,1.0,1.0,1.0,1,0,0
20240806183640.jpg,DIOPSIS-389,0.0,0.0,0.0,0,1,2
20240712083258.jpg,DIOPSIS-421,0.0,0.0,0.0,0,0,0
20240901215556.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,0
20240801195228.jpg,DIOPSIS-388,0.0,0.0,0.0,0,1,1
20240902140154.jpg,DIOPSIS-385,0.0,0.0,0.0,0,1,0
20240910124234.jpg,DIOPSIS-383,0.0,0.0,0.0,0,0,0
20240905212050.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,0
20240911230711.jpg,DIOPSIS-389,0.0,0.0,0.0,0,1,2
20240813182015.jpg,DIOPSIS-384,0.0,0.0,0.0,0,0,0
20240828125907.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,0
20240802183818.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,0
20240810223125.jpg,DIOPSIS-387,1.0,1.0,1.0,1,0,0
20240722080140.jpg,DIOPSIS-383,0.0,0.0,0.0,0,1,1
20240814213252.jpg,DIOPSIS-385,0.0,0.0,0.0,0,3,6
20240813220630.jpg,DIOPSIS-389,0.0,0.0,0.0,0,1,2
20240825215604.jpg,DIOPSIS-384,0.5,1.0,0.6666666666666666,1,1,0
20240720090814.jpg,DIOPSIS-383,0.0,0.0,0.0,0,0,1
20240902192722.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,0
20240717142433.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,0
20240902134522.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,0
20240808114042.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,1
20240826070138.jpg,DIOPSIS-388,0.0,0.0,0.0,0,0,0
20240903224114.jpg,DIOPSIS-389,0.5,0.2,0.28571428571428575,1,1,4
20240722114236.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,0
20240724135043.jpg,DIOPSIS-384,0.0,0.0,0.0,0,1,1
20240717111523.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,0
20240726191116.jpg,DIOPSIS-385,0.0,0.0,0.0,0,0,1
20240811091923.jpg,DIOPSIS-384,0.0,0.0,0.0,0,0,0
20240726082508.jpg,DIOPSIS-391,0.0,0.0,0.0,0,1,1
20240911232543.jpg,DIOPSIS-385,0.0,0.0,0.0,0,1,1
20240827160215.jpg,DIOPSIS-385,0.0,0.0,0.0,0,0,0
20240806182844.jpg,DIOPSIS-383,0.0,0.0,0.0,0,0,0
20240910144711.jpg,DIOPSIS-388,1.0,1.0,1.0,1,0,0
20240815231516.jpg,DIOPSIS-383,0.0,0.0,0.0,0,3,6
20240722091822.jpg,DIOPSIS-385,0.0,0.0,0.0,0,0,0
20240912141901.jpg,DIOPSIS-389,1.0,1.0,1.0,1,0,0
20240813221125.jpg,DIOPSIS-391,0.0,0.0,0.0,0,1,3
20240717124332.jpg,DIOPSIS-385,0.0,0.0,0.0,0,1,1
20240810185913.jpg,DIOPSIS-385,0.0,0.0,0.0,0,1,0
20240816233812.jpg,DIOPSIS-383,1.0,0.5,0.6666666666666666,1,0,1
20240725105353.jpg,DIOPSIS-384,0.0,0.0,0.0,0,0,1
20240803145045.jpg,DIOPSIS-384,0.0,0.0,0.0,0,0,0
20240821220524.jpg,DIOPSIS-389,0.5,0.25,0.3333333333333333,1,1,3
20240723085854.jpg,DIOPSIS-389,1.0,1.0,1.0,1,0,0
20240811101441.jpg,DIOPSIS-384,0.0,0.0,0.0,0,0,0
20240821124543.jpg,DIOPSIS-388,0.0,0.0,0.0,0,1,1
20240807143759.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,0
20240809090800.jpg,DIOPSIS-384,0.0,0.0,0.0,0,0,0
20240805221838.jpg,DIOPSIS-391,0.0,0.0,0.0,0,2,3
20240816234234.jpg,DIOPSIS-388,0.0,0.0,0.0,0,2,7
20240802113208.jpg,DIOPSIS-384,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,1,1
20240806170908.jpg,DIOPSIS-387,0.0,0.0,0.0,0,1,1
20240722154800.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,0
20240911155059.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,0
20240907154507.jpg,DIOPSIS-385,0.0,0.0,0.0,0,1,0
20240809115113.jpg,DIOPSIS-391,0.0,0.0,0.0,0,0,0
20240831142325.jpg,DIOPSIS-385,0.0,0.0,0.0,0,1,0
20240826221112.jpg,DIOPSIS-389,0.0,0.0,0.0,0,3,7
20240825141621.jpg,DIOPSIS-391,0.0,0.0,0.0,0,0,0
20240817215742.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,0
20240909165308.jpg,DIOPSIS-383,0.0,0.0,0.0,0,0,0
20240806104201.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,2
20240724093522.jpg,DIOPSIS-383,0.0,0.0,0.0,0,1,1
20240901092909.jpg,DIOPSIS-385,0.0,0.0,0.0,0,0,0
20240727090325.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,1
20240813094111.jpg,DIOPSIS-384,0.0,0.0,0.0,0,1,3
20240713172807.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,0
20240918220115.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,0
20240911211613.jpg,DIOPSIS-421,0.0,0.0,0.0,0,1,1
20240831224810.jpg,DIOPSIS-383,0.0,0.0,0.0,0,1,6
20240802133314.jpg,DIOPSIS-384,0.0,0.0,0.0,0,0,0
20240807222107.jpg,DIOPSIS-387,1.0,1.0,1.0,2,0,0
20240824063139.jpg,DIOPSIS-385,1.0,1.0,1.0,1,0,0
20240813110821.jpg,DIOPSIS-388,0.0,0.0,0.0,0,1,1
20240901191524.jpg,DIOPSIS-421,0.0,0.0,0.0,0,0,0
20240729171216.jpg,DIOPSIS-384,0.0,0.0,0.0,0,1,1
20240728152220.jpg,DIOPSIS-387,0.0,0.0,0.0,0,0,0
20240907151549.jpg,DIOPSIS-391,0.0,0.0,0.0,0,0,0
20240905221026.jpg,DIOPSIS-389,0.0,0.0,0.0,0,1,3
20240806140841.jpg,DIOPSIS-384,0.0,0.0,0.0,0,0,0
20240903220814.jpg,DIOPSIS-387,0.5,0.3333333333333333,0.4,1,1,2
20240720080850.jpg,DIOPSIS-387,0.0,0.0,0.0,0,1,1
20240805100021.jpg,DIOPSIS-391,0.0,0.0,0.0,0,0,1
20240814225250.jpg,DIOPSIS-389,0.25,0.25,0.25,1,3,3
20240731192413.jpg,DIOPSIS-383,0.0,0.0,0.0,0,0,1
20240726201508.jpg,DIOPSIS-385,1.0,1.0,1.0,1,0,0
20240907063312.jpg,DIOPSIS-421,0.0,0.0,0.0,0,0,1
20240725092019.jpg,DIOPSIS-387,0.0,0.0,0.0,0,1,1
20240714093109.jpg,DIOPSIS-387,0.5,0.5,0.5,1,1,1
20240716135932.jpg,DIOPSIS-385,0.0,0.0,0.0,0,1,1
20240718164940.jpg,DIOPSIS-421,0.0,0.0,0.0,0,0,0
20240903193256.jpg,DIOPSIS-391,0.0,0.0,0.0,0,1,2
20240908230956.jpg,DIOPSIS-385,0.0,0.0,0.0,0,1,1
20240903092511.jpg,DIOPSIS-421,0.0,0.0,0.0,0,1,3
20240814223311.jpg,DIOPSIS-388,0.25,0.5,0.3333333333333333,1,3,1
20240823100848.jpg,DIOPSIS-383,0.0,0.0,0.0,0,0,0
20240716182428.jpg,DIOPSIS-388,0.0,0.0,0.0,0,1,1
20240910130540.jpg,DIOPSIS-388,0.0,0.0,0.0,0,0,0
20240806164629.jpg,DIOPSIS-385,0.0,0.0,0.0,0,0,0
20240904143154.jpg,DIOPSIS-389,0.0,0.0,0.0,0,0,0
20240821225839.jpg,DIOPSIS-389,0.75,0.6,0.6666666666666665,3,1,2
20240827233419.jpg,DIOPSIS-391,0.0,0.0,0.0,0,0,2
20240820220839.jpg,DIOPSIS-421,0.0,0.0,0.0,0,0,10
20240804153250.jpg,DIOPSIS-383,0.0,0.0,0.0,0,0,0
